lambda	Re(eps)	Im(eps)
1.4000000000000000e+03	-1.3778115685839927e+00	+4.2767791398110117e-01
1.4010000000000000e+03	-1.3854485317359657e+00	+4.2859117209258885e-01
1.4020000000000000e+03	-1.3930908105891788e+00	+4.2950572117516839e-01
1.4030000000000000e+03	-1.4007384048532803e+00	+4.3042156211156779e-01
1.4040000000000000e+03	-1.4083913142377220e+00	+4.3133869578443335e-01
1.4050000000000000e+03	-1.4160495384517704e+00	+4.3225712307633107e-01
1.4060000000000000e+03	-1.4237130772044946e+00	+4.3317684486974478e-01
1.4070000000000000e+03	-1.4313819302047639e+00	+4.3409786204707601e-01
1.4080000000000000e+03	-1.4390560971612647e+00	+4.3502017549064592e-01
1.4090000000000000e+03	-1.4467355777824782e+00	+4.3594378608269285e-01
1.4100000000000000e+03	-1.4544203717766981e+00	+4.3686869470537398e-01
1.4110000000000000e+03	-1.4621104788520247e+00	+4.3779490224076451e-01
1.4120000000000000e+03	-1.4698058987163583e+00	+4.3872240957085745e-01
1.4130000000000000e+03	-1.4775066310774134e+00	+4.3965121757756470e-01
1.4140000000000000e+03	-1.4852126756427060e+00	+4.4058132714271514e-01
1.4150000000000000e+03	-1.4929240321195589e+00	+4.4151273914805661e-01
1.4160000000000000e+03	-1.5006407002151008e+00	+4.4244545447525419e-01
1.4170000000000000e+03	-1.5083626796362699e+00	+4.4337947400589106e-01
1.4180000000000000e+03	-1.5160899700898058e+00	+4.4431479862146817e-01
1.4190000000000000e+03	-1.5238225712822571e+00	+4.4525142920340405e-01
1.4200000000000000e+03	-1.5315604829199803e+00	+4.4618936663303554e-01
1.4210000000000000e+03	-1.5393037047091322e+00	+4.4712861179161612e-01
1.4220000000000000e+03	-1.5470522363556860e+00	+4.4806916556031812e-01
1.4230000000000000e+03	-1.5548060775654102e+00	+4.4901102882023008e-01
1.4240000000000000e+03	-1.5625652280438880e+00	+4.4995420245235906e-01
1.4250000000000000e+03	-1.5703296874965087e+00	+4.5089868733762944e-01
1.4260000000000000e+03	-1.5780994556284611e+00	+4.5184448435688224e-01
1.4270000000000000e+03	-1.5858745321447483e+00	+4.5279159439087674e-01
1.4280000000000000e+03	-1.5936549167501752e+00	+4.5374001832028882e-01
1.4290000000000000e+03	-1.6014406091493552e+00	+4.5468975702571190e-01
1.4300000000000000e+03	-1.6092316090467094e+00	+4.5564081138765672e-01
1.4310000000000000e+03	-1.6170279161464647e+00	+4.5659318228655094e-01
1.4320000000000000e+03	-1.6248295301526507e+00	+4.5754687060273869e-01
1.4330000000000000e+03	-1.6326364507691125e+00	+4.5850187721648267e-01
1.4340000000000000e+03	-1.6404486776994913e+00	+4.5945820300796086e-01
1.4350000000000000e+03	-1.6482662106472441e+00	+4.6041584885726916e-01
1.4360000000000000e+03	-1.6560890493156313e+00	+4.6137481564442029e-01
1.4370000000000000e+03	-1.6639171934077188e+00	+4.6233510424934332e-01
1.4380000000000000e+03	-1.6717506426263791e+00	+4.6329671555188401e-01
1.4390000000000000e+03	-1.6795893966742979e+00	+4.6425965043180606e-01
1.4400000000000000e+03	-1.6874334552539576e+00	+4.6522390976878791e-01
1.4410000000000000e+03	-1.6952828180676560e+00	+4.6618949444242597e-01
1.4420000000000000e+03	-1.7031374848174954e+00	+4.6715640533223302e-01
1.4430000000000000e+03	-1.7109974552053817e+00	+4.6812464331763776e-01
1.4440000000000000e+03	-1.7188627289330318e+00	+4.6909420927798556e-01
1.4450000000000000e+03	-1.7267333057019725e+00	+4.7006510409253915e-01
1.4460000000000000e+03	-1.7346091852135253e+00	+4.7103732864047554e-01
1.4470000000000000e+03	-1.7424903671688341e+00	+4.7201088380089001e-01
1.4480000000000000e+03	-1.7503768512688413e+00	+4.7298577045279311e-01
1.4490000000000000e+03	-1.7582686372142966e+00	+4.7396198947511164e-01
1.4500000000000000e+03	-1.7661657247057603e+00	+4.7493954174668862e-01
1.4510000000000000e+03	-1.7740681134435983e+00	+4.7591842814628349e-01
1.4520000000000000e+03	-1.7819758031279838e+00	+4.7689864955257116e-01
1.4530000000000000e+03	-1.7898887934588936e+00	+4.7788020684414234e-01
1.4540000000000000e+03	-1.7978070841361218e+00	+4.7886310089950473e-01
1.4550000000000000e+03	-1.8057306748592561e+00	+4.7984733259708051e-01
1.4560000000000000e+03	-1.8136595653277032e+00	+4.8083290281520880e-01
1.4570000000000000e+03	-1.8215937552406745e+00	+4.8181981243214422e-01
1.4580000000000000e+03	-1.8295332442971795e+00	+4.8280806232605594e-01
1.4590000000000000e+03	-1.8374780321960502e+00	+4.8379765337503083e-01
1.4600000000000000e+03	-1.8454281186359163e+00	+4.8478858645706968e-01
1.4610000000000000e+03	-1.8533835033152171e+00	+4.8578086245008978e-01
1.4620000000000000e+03	-1.8613441859322011e+00	+4.8677448223192332e-01
1.4630000000000000e+03	-1.8693101661849214e+00	+4.8776944668031835e-01
1.4640000000000000e+03	-1.8772814437712402e+00	+4.8876575667293792e-01
1.4650000000000000e+03	-1.8852580183888286e+00	+4.8976341308736110e-01
1.4660000000000000e+03	-1.8932398897351632e+00	+4.9076241680108118e-01
1.4670000000000000e+03	-1.9012270575075307e+00	+4.9176276869150781e-01
1.4680000000000000e+03	-1.9092195214030223e+00	+4.9276446963596493e-01
1.4690000000000000e+03	-1.9172172811185373e+00	+4.9376752051169204e-01
1.4700000000000000e+03	-1.9252203363507894e+00	+4.9477192219584404e-01
1.4710000000000000e+03	-1.9332286867962916e+00	+4.9577767556549035e-01
1.4720000000000000e+03	-1.9412423321513668e+00	+4.9678478149761529e-01
1.4730000000000000e+03	-1.9492612721121496e+00	+4.9779324086911830e-01
1.4740000000000000e+03	-1.9572855063745749e+00	+4.9880305455681356e-01
1.4750000000000000e+03	-1.9653150346343971e+00	+4.9981422343743076e-01
1.4760000000000000e+03	-1.9733498565871708e+00	+5.0082674838761365e-01
1.4770000000000000e+03	-1.9813899719282517e+00	+5.0184063028392012e-01
1.4780000000000000e+03	-1.9894353803528233e+00	+5.0285587000282472e-01
1.4790000000000000e+03	-1.9974860815558557e+00	+5.0387246842071431e-01
1.4800000000000000e+03	-2.0055420752321398e+00	+5.0489042641389148e-01
1.4810000000000000e+03	-2.0136033610762736e+00	+5.0590974485857354e-01
1.4820000000000000e+03	-2.0216699387826589e+00	+5.0693042463089144e-01
1.4830000000000000e+03	-2.0297418080455074e+00	+5.0795246660689164e-01
1.4840000000000000e+03	-2.0378189685588408e+00	+5.0897587166253389e-01
1.4850000000000000e+03	-2.0459014200164845e+00	+5.1000064067369211e-01
1.4860000000000000e+03	-2.0539891621120763e+00	+5.1102677451615564e-01
1.4870000000000000e+03	-2.0620821945390659e+00	+5.1205427406562753e-01
1.4880000000000000e+03	-2.0701805169907024e+00	+5.1308314019772450e-01
1.4890000000000000e+03	-2.0782841291600427e+00	+5.1411337378797717e-01
1.4900000000000000e+03	-2.0863930307399645e+00	+5.1514497571183149e-01
1.4910000000000000e+03	-2.0945072214231413e+00	+5.1617794684464624e-01
1.4920000000000000e+03	-2.1026267009020634e+00	+5.1721228806169461e-01
1.4930000000000000e+03	-2.1107514688690214e+00	+5.1824800023816320e-01
1.4940000000000000e+03	-2.1188815250161195e+00	+5.1928508424915287e-01
1.4950000000000000e+03	-2.1270168690352751e+00	+5.2032354096967881e-01
1.4960000000000000e+03	-2.1351575006182015e+00	+5.2136337127466859e-01
1.4970000000000000e+03	-2.1433034194564318e+00	+5.2240457603896417e-01
1.4980000000000000e+03	-2.1514546252412998e+00	+5.2344715613732118e-01
1.4990000000000000e+03	-2.1596111176639585e+00	+5.2449111244440927e-01
1.5000000000000000e+03	-2.1677728964153538e+00	+5.2553644583480996e-01
1.5010000000000000e+03	-2.1759399611862573e+00	+5.2658315718302084e-01
1.5020000000000000e+03	-2.1841123116672359e+00	+5.2763124736345013e-01
1.5030000000000000e+03	-2.1922899475486730e+00	+5.2868071725042154e-01
1.5040000000000000e+03	-2.2004728685207553e+00	+5.2973156771817065e-01
1.5050000000000000e+03	-2.2086610742734845e+00	+5.3078379964084743e-01
1.5060000000000000e+03	-2.2168545644966668e+00	+5.3183741389251438e-01
1.5070000000000000e+03	-2.2250533388799170e+00	+5.3289241134714715e-01
1.5080000000000000e+03	-2.2332573971126610e+00	+5.3394879287863484e-01
1.5090000000000000e+03	-2.2414667388841334e+00	+5.3500655936077923e-01
1.5100000000000000e+03	-2.2496813638833757e+00	+5.3606571166729555e-01
1.5110000000000000e+03	-2.2579012717992377e+00	+5.3712625067181141e-01
1.5120000000000000e+03	-2.2661264623203827e+00	+5.3818817724786761e-01
1.5130000000000000e+03	-2.2743569351352795e+00	+5.3925149226891822e-01
1.5140000000000000e+03	-2.2825926899322058e+00	+5.4031619660832919e-01
1.5150000000000000e+03	-2.2908337263992520e+00	+5.4138229113937997e-01
1.5160000000000000e+03	-2.2990800442243122e+00	+5.4244977673526229e-01
1.5170000000000000e+03	-2.3073316430950905e+00	+5.4351865426908053e-01
1.5180000000000000e+03	-2.3155885226991062e+00	+5.4458892461385189e-01
1.5190000000000000e+03	-2.3238506827236840e+00	+5.4566058864250644e-01
1.5200000000000000e+03	-2.3321181228559533e+00	+5.4673364722788564e-01
1.5210000000000000e+03	-2.3403908427828579e+00	+5.4780810124274404e-01
1.5220000000000000e+03	-2.3486688421911506e+00	+5.4888395155974889e-01
1.5230000000000000e+03	-2.3569521207673958e+00	+5.4996119905147967e-01
1.5240000000000000e+03	-2.3652406781979582e+00	+5.5103984459042699e-01
1.5250000000000000e+03	-2.3735345141690205e+00	+5.5211988904899523e-01
1.5260000000000000e+03	-2.3818336283665724e+00	+5.5320133329950005e-01
1.5270000000000000e+03	-2.3901380204764164e+00	+5.5428417821417020e-01
1.5280000000000000e+03	-2.3984476901841498e+00	+5.5536842466514436e-01
1.5290000000000000e+03	-2.4067626371752002e+00	+5.5645407352447562e-01
1.5300000000000000e+03	-2.4150828611347910e+00	+5.5754112566412783e-01
1.5310000000000000e+03	-2.4234083617479589e+00	+5.5862958195597701e-01
1.5320000000000000e+03	-2.4317391386995544e+00	+5.5971944327181122e-01
1.5330000000000000e+03	-2.4400751916742260e+00	+5.6081071048332942e-01
1.5340000000000000e+03	-2.4484165203564459e+00	+5.6190338446214394e-01
1.5350000000000000e+03	-2.4567631244304833e+00	+5.6299746607977696e-01
1.5360000000000000e+03	-2.4651150035804275e+00	+5.6409295620766398e-01
1.5370000000000000e+03	-2.4734721574901721e+00	+5.6518985571715119e-01
1.5380000000000000e+03	-2.4818345858434201e+00	+5.6628816547949634e-01
1.5390000000000000e+03	-2.4902022883236841e+00	+5.6738788636586857e-01
1.5400000000000000e+03	-2.4985752646142956e+00	+5.6848901924735018e-01
1.5410000000000000e+03	-2.5069535143983774e+00	+5.6959156499493147e-01
1.5420000000000000e+03	-2.5153370373588801e+00	+5.7069552447951744e-01
1.5430000000000000e+03	-2.5237258331785570e+00	+5.7180089857192273e-01
1.5440000000000000e+03	-2.5321199015399687e+00	+5.7290768814287341e-01
1.5450000000000000e+03	-2.5405192421254910e+00	+5.7401589406300690e-01
1.5460000000000000e+03	-2.5489238546173043e+00	+5.7512551720287153e-01
1.5470000000000000e+03	-2.5573337386974080e+00	+5.7623655843292754e-01
1.5480000000000000e+03	-2.5657488940475961e+00	+5.7734901862354449e-01
1.5490000000000000e+03	-2.5741693203494886e+00	+5.7846289864500477e-01
1.5500000000000000e+03	-2.5825950172845058e+00	+5.7957819936750055e-01
1.5510000000000000e+03	-2.5910259845338839e+00	+5.8069492166113557e-01
1.5520000000000000e+03	-2.5994622217786665e+00	+5.8181306639592434e-01
1.5530000000000000e+03	-2.6079037286997035e+00	+5.8293263444179100e-01
1.5540000000000000e+03	-2.6163505049776647e+00	+5.8405362666857241e-01
1.5550000000000000e+03	-2.6248025502930243e+00	+5.8517604394601475e-01
1.5560000000000000e+03	-2.6332598643260612e+00	+5.8629988714377446e-01
1.5570000000000000e+03	-2.6417224467568765e+00	+5.8742515713142018e-01
1.5580000000000000e+03	-2.6501902972653699e+00	+5.8855185477842931e-01
1.5590000000000000e+03	-2.6586634155312607e+00	+5.8967998095419072e-01
1.5600000000000000e+03	-2.6671418012340755e+00	+5.9080953652800394e-01
1.5610000000000000e+03	-2.6756254540531526e+00	+5.9194052236907868e-01
1.5620000000000000e+03	-2.6841143736676303e+00	+5.9307293934653316e-01
1.5630000000000000e+03	-2.6926085597564784e+00	+5.9420678832939966e-01
1.5640000000000000e+03	-2.7011080119984552e+00	+5.9534207018661667e-01
1.5650000000000000e+03	-2.7096127300721422e+00	+5.9647878578703517e-01
1.5660000000000000e+03	-2.7181227136559301e+00	+5.9761693599941612e-01
1.5670000000000000e+03	-2.7266379624280166e+00	+5.9875652169243010e-01
1.5680000000000000e+03	-2.7351584760664132e+00	+5.9989754373465731e-01
1.5690000000000000e+03	-2.7436842542489410e+00	+6.0104000299458871e-01
1.5700000000000000e+03	-2.7522152966532323e+00	+6.0218390034062497e-01
1.5710000000000000e+03	-2.7607516029567281e+00	+6.0332923664107618e-01
1.5720000000000000e+03	-2.7692931728366839e+00	+6.0447601276416285e-01
1.5730000000000000e+03	-2.7778400059701562e+00	+6.0562422957801409e-01
1.5740000000000000e+03	-2.7863921020340339e+00	+6.0677388795067111e-01
1.5750000000000000e+03	-2.7949494607049887e+00	+6.0792498875008172e-01
1.5760000000000000e+03	-2.8035120816595240e+00	+6.0907753284410571e-01
1.5770000000000000e+03	-2.8120799645739467e+00	+6.1023152110051115e-01
1.5780000000000000e+03	-2.8206531091243736e+00	+6.1138695438697621e-01
1.5790000000000000e+03	-2.8292315149867342e+00	+6.1254383357108821e-01
1.5800000000000000e+03	-2.8378151818367723e+00	+6.1370215952034435e-01
1.5810000000000000e+03	-2.8464041093500372e+00	+6.1486193310215109e-01
1.5820000000000000e+03	-2.8549982972018864e+00	+6.1602315518382234e-01
1.5830000000000000e+03	-2.8635977450675032e+00	+6.1718582663258481e-01
1.5840000000000000e+03	-2.8722024526218659e+00	+6.1834994831557177e-01
1.5850000000000000e+03	-2.8808124195397689e+00	+6.1951552109982555e-01
1.5860000000000000e+03	-2.8894276454958243e+00	+6.2068254585229909e-01
1.5870000000000000e+03	-2.8980481301644465e+00	+6.2185102343985355e-01
1.5880000000000000e+03	-2.9066738732198676e+00	+6.2302095472925934e-01
1.5890000000000000e+03	-2.9153048743361252e+00	+6.2419234058719475e-01
1.5900000000000000e+03	-2.9239411331870722e+00	+6.2536518188024881e-01
1.5910000000000000e+03	-2.9325826494463758e+00	+6.2653947947491828e-01
1.5920000000000000e+03	-2.9412294227875089e+00	+6.2771523423760867e-01
1.5930000000000000e+03	-2.9498814528837523e+00	+6.2889244703463421e-01
1.5940000000000000e+03	-2.9585387394082083e+00	+6.3007111873221822e-01
1.5950000000000000e+03	-2.9672012820337894e+00	+6.3125125019649297e-01
1.5960000000000000e+03	-2.9758690804332080e+00	+6.3243284229349772e-01
1.5970000000000000e+03	-2.9845421342790015e+00	+6.3361589588918232e-01
1.5980000000000000e+03	-2.9932204432435139e+00	+6.3480041184940417e-01
1.5990000000000000e+03	-3.0019040069988954e+00	+6.3598639103992838e-01
1.6000000000000000e+03	-3.0105928252171203e+00	+6.3717383432642982e-01
1.6010000000000000e+03	-3.0192868975699572e+00	+6.3836274257449033e-01
1.6020000000000000e+03	-3.0279862237290054e+00	+6.3955311664960168e-01
1.6030000000000000e+03	-3.0366908033656621e+00	+6.4074495741716209e-01
1.6040000000000000e+03	-3.0454006361511405e+00	+6.4193826574247914e-01
1.6050000000000000e+03	-3.0541157217564656e+00	+6.4313304249076808e-01
1.6060000000000000e+03	-3.0628360598524811e+00	+6.4432928852715310e-01
1.6070000000000000e+03	-3.0715616501098264e+00	+6.4552700471666458e-01
1.6080000000000000e+03	-3.0802924921989661e+00	+6.4672619192424241e-01
1.6090000000000000e+03	-3.0890285857901771e+00	+6.4792685101473457e-01
1.6100000000000000e+03	-3.0977699305535351e+00	+6.4912898285289522e-01
1.6110000000000000e+03	-3.1065165261589422e+00	+6.5033258830338803e-01
1.6120000000000000e+03	-3.1152683722761072e+00	+6.5153766823078407e-01
1.6130000000000000e+03	-3.1240254685745494e+00	+6.5274422349956196e-01
1.6140000000000000e+03	-3.1327878147236001e+00	+6.5395225497410758e-01
1.6150000000000000e+03	-3.1415554103924048e+00	+6.5516176351871480e-01
1.6160000000000000e+03	-3.1503282552499217e+00	+6.5637274999758577e-01
1.6170000000000000e+03	-3.1591063489649178e+00	+6.5758521527482894e-01
1.6180000000000000e+03	-3.1678896912059740e+00	+6.5879916021446083e-01
1.6190000000000000e+03	-3.1766782816414851e+00	+6.6001458568040561e-01
1.6200000000000000e+03	-3.1854721199396545e+00	+6.6123149253649438e-01
1.6210000000000000e+03	-3.1942712057684988e+00	+6.6244988164646534e-01
1.6220000000000000e+03	-3.2030755387958552e+00	+6.6366975387396554e-01
1.6230000000000000e+03	-3.2118851186893558e+00	+6.6489111008254664e-01
1.6240000000000000e+03	-3.2206999451164586e+00	+6.6611395113566951e-01
1.6250000000000000e+03	-3.2295200177444352e+00	+6.6733827789670197e-01
1.6260000000000000e+03	-3.2383453362403625e+00	+6.6856409122891824e-01
1.6270000000000000e+03	-3.2471759002711300e+00	+6.6979139199549942e-01
1.6280000000000000e+03	-3.2560117095034418e+00	+6.7102018105953398e-01
1.6290000000000000e+03	-3.2648527636038187e+00	+6.7225045928401783e-01
1.6300000000000000e+03	-3.2736990622385855e+00	+6.7348222753185250e-01
1.6310000000000000e+03	-3.2825506050738902e+00	+6.7471548666584813e-01
1.6320000000000000e+03	-3.2914073917756790e+00	+6.7595023754871908e-01
1.6330000000000000e+03	-3.3002694220097260e+00	+6.7718648104308887e-01
1.6340000000000000e+03	-3.3091366954416079e+00	+6.7842421801148656e-01
1.6350000000000000e+03	-3.3180092117367170e+00	+6.7966344931634792e-01
1.6360000000000000e+03	-3.3268869705602588e+00	+6.8090417582001528e-01
1.6370000000000000e+03	-3.3357699715772533e+00	+6.8214639838473767e-01
1.6380000000000000e+03	-3.3446582144525250e+00	+6.8339011787266968e-01
1.6390000000000000e+03	-3.3535516988507279e+00	+6.8463533514587471e-01
1.6400000000000000e+03	-3.3624504244363109e+00	+6.8588205106631972e-01
1.6410000000000000e+03	-3.3713543908735408e+00	+6.8713026649587894e-01
1.6420000000000000e+03	-3.3802635978265103e+00	+6.8837998229633435e-01
1.6430000000000000e+03	-3.3891780449591042e+00	+6.8963119932937189e-01
1.6440000000000000e+03	-3.3980977319350316e+00	+6.9088391845658448e-01
1.6450000000000000e+03	-3.4070226584178220e+00	+6.9213814053947265e-01
1.6460000000000000e+03	-3.4159528240708017e+00	+6.9339386643944056e-01
1.6470000000000000e+03	-3.4248882285571201e+00	+6.9465109701779981e-01
1.6480000000000000e+03	-3.4338288715397374e+00	+6.9590983313576782e-01
1.6490000000000000e+03	-3.4427747526814256e+00	+6.9717007565446709e-01
1.6500000000000000e+03	-3.4517258716447738e+00	+6.9843182543492777e-01
1.6510000000000000e+03	-3.4606822280921810e+00	+6.9969508333808372e-01
1.6520000000000000e+03	-3.4696438216858603e+00	+7.0095985022477669e-01
1.6530000000000000e+03	-3.4786106520878386e+00	+7.0222612695575215e-01
1.6540000000000000e+03	-3.4875827189599526e+00	+7.0349391439166209e-01
1.6550000000000000e+03	-3.4965600219638571e+00	+7.0476321339306447e-01
1.6560000000000000e+03	-3.5055425607610227e+00	+7.0603402482042299e-01
1.6570000000000000e+03	-3.5145303350127177e+00	+7.0730634953410465e-01
1.6580000000000000e+03	-3.5235233443800444e+00	+7.0858018839438519e-01
1.6590000000000000e+03	-3.5325215885239087e+00	+7.0985554226144398e-01
1.6600000000000000e+03	-3.5415250671050273e+00	+7.1113241199536548e-01
1.6610000000000000e+03	-3.5505337797839340e+00	+7.1241079845613986e-01
1.6620000000000000e+03	-3.5595477262209769e+00	+7.1369070250366307e-01
1.6630000000000000e+03	-3.5685669060763159e+00	+7.1497212499773521e-01
1.6640000000000000e+03	-3.5775913190099278e+00	+7.1625506679806361e-01
1.6650000000000000e+03	-3.5866209646815976e+00	+7.1753952876425786e-01
1.6660000000000000e+03	-3.5956558427509231e+00	+7.1882551175583376e-01
1.6670000000000000e+03	-3.6046959528773286e+00	+7.2011301663221405e-01
1.6680000000000000e+03	-3.6137412947200360e+00	+7.2140204425272347e-01
1.6690000000000000e+03	-3.6227918679380915e+00	+7.2269259547659348e-01
1.6700000000000000e+03	-3.6318476721903465e+00	+7.2398467116295928e-01
1.6710000000000000e+03	-3.6409087071354795e+00	+7.2527827217086271e-01
1.6720000000000000e+03	-3.6499749724319654e+00	+7.2657339935924781e-01
1.6730000000000000e+03	-3.6590464677381078e+00	+7.2787005358696555e-01
1.6740000000000000e+03	-3.6681231927120175e+00	+7.2916823571277045e-01
1.6750000000000000e+03	-3.6772051470116169e+00	+7.3046794659532155e-01
1.6760000000000000e+03	-3.6862923302946546e+00	+7.3176918709318384e-01
1.6770000000000000e+03	-3.6953847422186756e+00	+7.3307195806482472e-01
1.6780000000000000e+03	-3.7044823824410500e+00	+7.3437626036861747e-01
1.6790000000000000e+03	-3.7135852506189622e+00	+7.3568209486283975e-01
1.6800000000000000e+03	-3.7226933464094056e+00	+7.3698946240567287e-01
1.6810000000000000e+03	-3.7318066694691945e+00	+7.3829836385520331e-01
1.6820000000000000e+03	-3.7409252194549483e+00	+7.3960880006942087e-01
1.6830000000000000e+03	-3.7500489960231080e+00	+7.4092077190622030e-01
1.6840000000000000e+03	-3.7591779988299265e+00	+7.4223428022340032e-01
1.6850000000000000e+03	-3.7683122275314718e+00	+7.4354932587866418e-01
1.6860000000000000e+03	-3.7774516817836217e+00	+7.4486590972961753e-01
1.6870000000000000e+03	-3.7865963612420774e+00	+7.4618403263377264e-01
1.6880000000000000e+03	-3.7957462655623440e+00	+7.4750369544854345e-01
1.6890000000000000e+03	-3.8049013943997485e+00	+7.4882489903124894e-01
1.6900000000000000e+03	-3.8140617474094283e+00	+7.5014764423911173e-01
1.6910000000000000e+03	-3.8232273242463410e+00	+7.5147193192925898e-01
1.6920000000000000e+03	-3.8323981245652474e+00	+7.5279776295871959e-01
1.6930000000000000e+03	-3.8415741480207375e+00	+7.5412513818442894e-01
1.6940000000000000e+03	-3.8507553942671997e+00	+7.5545405846322311e-01
1.6950000000000000e+03	-3.8599418629588547e+00	+7.5678452465184465e-01
1.6960000000000000e+03	-3.8691335537497249e+00	+7.5811653760693820e-01
1.6970000000000000e+03	-3.8783304662936491e+00	+7.5945009818505138e-01
1.6980000000000000e+03	-3.8875326002442838e+00	+7.6078520724263654e-01
1.6990000000000000e+03	-3.8967399552551019e+00	+7.6212186563604889e-01
1.7000000000000000e+03	-3.9059525309793841e+00	+7.6346007422154682e-01
1.7010000000000000e+03	-3.9151703270702356e+00	+7.6479983385529260e-01
1.7020000000000000e+03	-3.9243933431805660e+00	+7.6614114539335110e-01
1.7030000000000000e+03	-3.9336215789631055e+00	+7.6748400969169062e-01
1.7040000000000000e+03	-3.9428550340704041e+00	+7.6882842760618342e-01
1.7050000000000000e+03	-3.9520937081548135e+00	+7.7017439999260362e-01
1.7060000000000000e+03	-3.9613376008685099e+00	+7.7152192770662920e-01
1.7070000000000000e+03	-3.9705867118634863e+00	+7.7287101160384097e-01
1.7080000000000000e+03	-3.9798410407915421e+00	+7.7422165253972286e-01
1.7090000000000000e+03	-3.9891005873042999e+00	+7.7557385136966150e-01
1.7100000000000000e+03	-3.9983653510531916e+00	+7.7692760894894630e-01
1.7110000000000000e+03	-4.0076353316894675e+00	+7.7828292613277006e-01
1.7120000000000000e+03	-4.0169105288641926e+00	+7.7963980377622799e-01
1.7130000000000000e+03	-4.0261909422282471e+00	+7.8099824273431762e-01
1.7140000000000000e+03	-4.0354765714323246e+00	+7.8235824386193997e-01
1.7150000000000000e+03	-4.0447674161269358e+00	+7.8371980801389851e-01
1.7160000000000000e+03	-4.0540634759624083e+00	+7.8508293604489887e-01
1.7170000000000000e+03	-4.0633647505888764e+00	+7.8644762880954888e-01
1.7180000000000000e+03	-4.0726712396563034e+00	+7.8781388716236023e-01
1.7190000000000000e+03	-4.0819829428144576e+00	+7.8918171195774578e-01
1.7200000000000000e+03	-4.0912998597129260e+00	+7.9055110405002138e-01
1.7210000000000000e+03	-4.1006219900011089e+00	+7.9192206429340484e-01
1.7220000000000000e+03	-4.1099493333282293e+00	+7.9329459354201692e-01
1.7230000000000000e+03	-4.1192818893433127e+00	+7.9466869264987938e-01
1.7240000000000000e+03	-4.1286196576952161e+00	+7.9604436247091781e-01
1.7250000000000000e+03	-4.1379626380325991e+00	+7.9742160385895888e-01
1.7260000000000000e+03	-4.1473108300039385e+00	+7.9880041766773058e-01
1.7270000000000000e+03	-4.1566642332575388e+00	+8.0018080475086562e-01
1.7280000000000000e+03	-4.1660228474415035e+00	+8.0156276596189557e-01
1.7290000000000000e+03	-4.1753866722037625e+00	+8.0294630215425633e-01
1.7300000000000000e+03	-4.1847557071920605e+00	+8.0433141418128451e-01
1.7310000000000000e+03	-4.1941299520539488e+00	+8.0571810289621770e-01
1.7320000000000000e+03	-4.2035094064368099e+00	+8.0710636915219780e-01
1.7330000000000000e+03	-4.2128940699878292e+00	+8.0849621380226666e-01
1.7340000000000000e+03	-4.2222839423540126e+00	+8.0988763769936800e-01
1.7350000000000000e+03	-4.2316790231821830e+00	+8.1128064169634717e-01
1.7360000000000000e+03	-4.2410793121189787e+00	+8.1267522664595182e-01
1.7370000000000000e+03	-4.2504848088108496e+00	+8.1407139340083012e-01
1.7380000000000000e+03	-4.2598955129040714e+00	+8.1546914281353311e-01
1.7390000000000000e+03	-4.2693114240447247e+00	+8.1686847573651167e-01
1.7400000000000000e+03	-4.2787325418787105e+00	+8.1826939302211898e-01
1.7410000000000000e+03	-4.2881588660517505e+00	+8.1967189552260977e-01
1.7420000000000000e+03	-4.2975903962093778e+00	+8.2107598409013982e-01
1.7430000000000000e+03	-4.3070271319969411e+00	+8.2248165957676578e-01
1.7440000000000000e+03	-4.3164690730596060e+00	+8.2388892283444615e-01
1.7450000000000000e+03	-4.3259162190423552e+00	+8.2529777471503984e-01
1.7460000000000000e+03	-4.3353685695899902e+00	+8.2670821607030764e-01
1.7470000000000000e+03	-4.3448261243471222e+00	+8.2812024775191118e-01
1.7480000000000000e+03	-4.3542888829581834e+00	+8.2953387061141270e-01
1.7490000000000000e+03	-4.3637568450674245e+00	+8.3094908550027591e-01
1.7500000000000000e+03	-4.3732300103189061e+00	+8.3236589326986543e-01
1.7510000000000000e+03	-4.3827083783565062e+00	+8.3378429477144544e-01
1.7520000000000000e+03	-4.3921919488239300e+00	+8.3520429085618342e-01
1.7530000000000000e+03	-4.4016807213646842e+00	+8.3662588237514568e-01
1.7540000000000000e+03	-4.4111746956220994e+00	+8.3804907017929942e-01
1.7550000000000000e+03	-4.4206738712393232e+00	+8.3947385511951322e-01
1.7560000000000000e+03	-4.4301782478593186e+00	+8.4090023804655623e-01
1.7570000000000000e+03	-4.4396878251248619e+00	+8.4232821981109696e-01
1.7580000000000000e+03	-4.4492026026785574e+00	+8.4375780126370659e-01
1.7590000000000000e+03	-4.4587225801628101e+00	+8.4518898325485459e-01
1.7600000000000000e+03	-4.4682477572198529e+00	+8.4662176663491218e-01
1.7610000000000000e+03	-4.4777781334917321e+00	+8.4805615225415065e-01
1.7620000000000000e+03	-4.4873137086203112e+00	+8.4949214096274184e-01
1.7630000000000000e+03	-4.4968544822472687e+00	+8.5092973361075686e-01
1.7640000000000000e+03	-4.5064004540141003e+00	+8.5236893104816802e-01
1.7650000000000000e+03	-4.5159516235621222e+00	+8.5380973412484773e-01
1.7660000000000000e+03	-4.5255079905324678e+00	+8.5525214369056879e-01
