w	Re(eps)	Im(eps)
4.6699999999999999e+00	-4.5500561490824154e+00	+1.2427547371218149e-01
4.6799999999999997e+00	-4.5092944192169195e+00	+1.2348062631415201e-01
4.6900000000000004e+00	-4.4687930889341487e+00	+1.2269254260290345e-01
4.7000000000000002e+00	-4.4285499450448285e+00	+1.2191115078942960e-01
4.7100000000000000e+00	-4.3885627978214643e+00	+1.2113637999711427e-01
4.7199999999999998e+00	-4.3488294807005179e+00	+1.2036816024823119e-01
4.7300000000000004e+00	-4.3093478499890008e+00	+1.1960642245067264e-01
4.7400000000000002e+00	-4.2701157845754008e+00	+1.1885109838490121e-01
4.7500000000000000e+00	-4.2311311856448324e+00	+1.1810212069112043e-01
4.7599999999999998e+00	-4.1923919763984117e+00	+1.1735942285666132e-01
4.7699999999999996e+00	-4.1538961017767022e+00	+1.1662293920357904e-01
4.7800000000000002e+00	-4.1156415281872381e+00	+1.1589260487645747e-01
4.7900000000000000e+00	-4.0776262432359989e+00	+1.1516835583041646e-01
4.7999999999999998e+00	-4.0398482554628181e+00	+1.1445012881931894e-01
4.8099999999999996e+00	-4.0023055940806014e+00	+1.1373786138417301e-01
4.8200000000000003e+00	-3.9649963087183746e+00	+1.1303149184172705e-01
4.8300000000000001e+00	-3.9279184691680040e+00	+1.1233095927325233e-01
4.8399999999999999e+00	-3.8910701651346056e+00	+1.1163620351351139e-01
4.8499999999999996e+00	-3.8544495059905337e+00	+1.1094716513990735e-01
4.8600000000000003e+00	-3.8180546205329229e+00	+1.1026378546181198e-01
4.8700000000000001e+00	-3.7818836567446876e+00	+1.0958600651006806e-01
4.8799999999999999e+00	-3.7459347815589794e+00	+1.0891377102666408e-01
4.8899999999999997e+00	-3.7102061806269742e+00	+1.0824702245457705e-01
4.9000000000000004e+00	-3.6746960580889869e+00	+1.0758570492778077e-01
4.9100000000000001e+00	-3.6394026363488656e+00	+1.0692976326141689e-01
4.9199999999999999e+00	-3.6043241558515504e+00	+1.0627914294212493e-01
4.9299999999999997e+00	-3.5694588748638214e+00	+1.0563379011852929e-01
4.9400000000000004e+00	-3.5348050692581268e+00	+1.0499365159187968e-01
4.9500000000000002e+00	-3.5003610322994749e+00	+1.0435867480684269e-01
4.9600000000000000e+00	-3.4661250744353342e+00	+1.0372880784244146e-01
4.9699999999999998e+00	-3.4320955230884618e+00	+1.0310399940314062e-01
4.9800000000000004e+00	-3.3982707224526827e+00	+1.0248419881007470e-01
4.9900000000000002e+00	-3.3646490332914833e+00	+1.0186935599241617e-01
5.0000000000000000e+00	-3.3312288327394608e+00	+1.0125942147888196e-01
5.0099999999999998e+00	-3.2980085141065185e+00	+1.0065434638937470e-01
5.0199999999999996e+00	-3.2649864866847889e+00	+1.0005408242675723e-01
5.0300000000000002e+00	-3.2321611755582573e+00	+9.9458581868757612e-02
5.0400000000000000e+00	-3.1995310214150052e+00	+9.8867797560002246e-02
5.0499999999999998e+00	-3.1670944803620653e+00	+9.8281682904174869e-02
5.0599999999999996e+00	-3.1348500237428301e+00	+9.7700191856299509e-02
5.0700000000000003e+00	-3.1027961379569824e+00	+9.7123278915144731e-02
5.0800000000000001e+00	-3.0709313242828902e+00	+9.6550899115747144e-02
5.0899999999999999e+00	-3.0392540987024592e+00	+9.5983008022052493e-02
5.0999999999999996e+00	-3.0077629917283790e+00	+9.5419561719671642e-02
5.1100000000000003e+00	-2.9764565482337195e+00	+9.4860516808749781e-02
5.1200000000000001e+00	-2.9453333272838762e+00	+9.4305830396946955e-02
5.1299999999999999e+00	-2.9143919019707916e+00	+9.3755460092527665e-02
5.1399999999999997e+00	-2.8836308592494282e+00	+9.3209363997557776e-02
5.1500000000000004e+00	-2.8530487997764791e+00	+9.2667500701207078e-02
5.1600000000000001e+00	-2.8226443377512407e+00	+9.2129829273155162e-02
5.1699999999999999e+00	-2.7924161007586550e+00	+9.1596309257099467e-02
5.1799999999999997e+00	-2.7623627296144582e+00	+9.1066900664362974e-02
5.1900000000000004e+00	-2.7324828782124246e+00	+9.0541563967600630e-02
5.2000000000000002e+00	-2.7027752133736573e+00	+9.0020260094602025e-02
5.2100000000000000e+00	-2.6732384146979067e+00	+8.9502950422189351e-02
5.2199999999999998e+00	-2.6438711744168693e+00	+8.8989596770208360e-02
5.2300000000000004e+00	-2.6146721972494635e+00	+8.8480161395611295e-02
5.2400000000000002e+00	-2.5856402002590242e+00	+8.7974606986629997e-02
5.2500000000000000e+00	-2.5567739127124032e+00	+8.7472896657037225e-02
5.2599999999999998e+00	-2.5280720759409370e+00	+8.6974993940495557e-02
5.2699999999999996e+00	-2.4995334432032719e+00	+8.6480862784991647e-02
5.2800000000000002e+00	-2.4711567795499914e+00	+8.5990467547354621e-02
5.2900000000000000e+00	-2.4429408616900377e+00	+8.5503772987857329e-02
5.2999999999999998e+00	-2.4148844778588998e+00	+8.5020744264898723e-02
5.3099999999999996e+00	-2.3869864276885258e+00	+8.4541346929766378e-02
5.3200000000000003e+00	-2.3592455220789601e+00	+8.4065546921477538e-02
5.3300000000000001e+00	-2.3316605830716481e+00	+8.3593310561697401e-02
5.3399999999999999e+00	-2.3042304437244132e+00	+8.3124604549733402e-02
5.3499999999999996e+00	-2.2769539479880576e+00	+8.2659395957604145e-02
5.3600000000000003e+00	-2.2498299505845791e+00	+8.2197652225181994e-02
5.3700000000000001e+00	-2.2228573168869659e+00	+8.1739341155407416e-02
5.3799999999999999e+00	-2.1960349228005649e+00	+8.1284430909574934e-02
5.3899999999999997e+00	-2.1693616546459804e+00	+8.0832890002688479e-02
5.4000000000000004e+00	-2.1428364090434862e+00	+8.0384687298885496e-02
5.4100000000000001e+00	-2.1164580927989416e+00	+7.9939792006928745e-02
5.4199999999999999e+00	-2.0902256227911700e+00	+7.9498173675764242e-02
5.4299999999999997e+00	-2.0641379258607895e+00	+7.9059802190144746e-02
5.4400000000000004e+00	-2.0381939387004762e+00	+7.8624647766317390e-02
5.4500000000000002e+00	-2.0123926077466336e+00	+7.8192680947774443e-02
5.4600000000000000e+00	-1.9867328890724405e+00	+7.7763872601066181e-02
5.4699999999999998e+00	-1.9612137482822822e+00	+7.7338193911675068e-02
5.4800000000000004e+00	-1.9358341604075147e+00	+7.6915616379949828e-02
5.4900000000000002e+00	-1.9105931098035613e+00	+7.6496111817098769e-02
5.5000000000000000e+00	-1.8854895900483193e+00	+7.6079652341241158e-02
5.5099999999999998e+00	-1.8605226038418499e+00	+7.5666210373515980e-02
5.5199999999999996e+00	-1.8356911629073478e+00	+7.5255758634246814e-02
5.5300000000000002e+00	-1.8109942878933527e+00	+7.4848270139162190e-02
5.5400000000000000e+00	-1.7864310082771988e+00	+7.4443718195670333e-02
5.5499999999999998e+00	-1.7620003622696876e+00	+7.4042076399187598e-02
5.5599999999999996e+00	-1.7377013967209454e+00	+7.3643318629519533e-02
5.5700000000000003e+00	-1.7135331670274754e+00	+7.3247419047293830e-02
5.5800000000000001e+00	-1.6894947370403655e+00	+7.2854352090444455e-02
5.5899999999999999e+00	-1.6655851789746521e+00	+7.2464092470745714e-02
5.5999999999999996e+00	-1.6418035733198053e+00	+7.2076615170396041e-02
5.6100000000000003e+00	-1.6181490087513417e+00	+7.1691895438650233e-02
5.6200000000000001e+00	-1.5946205820435262e+00	+7.1309908788499493e-02
5.6299999999999999e+00	-1.5712173979831645e+00	+7.0930630993398733e-02
5.6399999999999997e+00	-1.5479385692844616e+00	+7.0554038084040066e-02
5.6500000000000004e+00	-1.5247832165049333e+00	+7.0180106345171911e-02
5.6600000000000001e+00	-1.5017504679623608e+00	+6.9808812312462998e-02
5.6699999999999999e+00	-1.4788394596527610e+00	+6.9440132769410565e-02
5.6799999999999997e+00	-1.4560493351693760e+00	+6.9074044744291935e-02
5.6900000000000004e+00	-1.4333792456226533e+00	+6.8710525507158920e-02
5.7000000000000002e+00	-1.4108283495612026e+00	+6.8349552566874375e-02
5.7100000000000000e+00	-1.3883958128937337e+00	+6.7991103668190042e-02
5.7199999999999998e+00	-1.3660808088119349e+00	+6.7635156788865405e-02
5.7300000000000004e+00	-1.3438825177142997e+00	+6.7281690136826486e-02
5.7400000000000002e+00	-1.3218001271308797e+00	+6.6930682147364223e-02
5.7500000000000000e+00	-1.2998328316489545e+00	+6.6582111480371936e-02
5.7599999999999998e+00	-1.2779798328395975e+00	+6.6235957017620695e-02
5.7699999999999996e+00	-1.2562403391851413e+00	+6.5892197860072818e-02
5.7800000000000002e+00	-1.2346135660075106e+00	+6.5550813325232257e-02
5.7900000000000000e+00	-1.2130987353974287e+00	+6.5211782944531463e-02
5.7999999999999998e+00	-1.1916950761444722e+00	+6.4875086460754433e-02
5.8099999999999996e+00	-1.1704018236679667e+00	+6.4540703825495011e-02
5.8200000000000003e+00	-1.1492182199487209e+00	+6.4208615196650123e-02
5.8300000000000001e+00	-1.1281435134615689e+00	+6.3878800935947347e-02
5.8399999999999999e+00	-1.1071769591087266e+00	+6.3551241606506229e-02
5.8499999999999996e+00	-1.0863178181539412e+00	+6.3225917970433018e-02
5.8600000000000003e+00	-1.0655653581574329e+00	+6.2902810986448010e-02
5.8700000000000001e+00	-1.0449188529115983e+00	+6.2581901807545276e-02
5.8799999999999999e+00	-1.0243775823774959e+00	+6.2263171778684165e-02
5.8899999999999997e+00	-1.0039408326220709e+00	+6.1946602434512027e-02
5.9000000000000004e+00	-9.8360789575613072e-01	+6.1632175497117934e-02
5.9100000000000001e+00	-9.6337806987305363e-01	+6.1319872873816475e-02
5.9199999999999999e+00	-9.4325065898822213e-01	+6.1009676654961702e-02
5.9299999999999997e+00	-9.2322497297916417e-01	+6.0701569111790359e-02
5.9400000000000004e+00	-9.0330032752641021e-01	+6.0395532694294186e-02
5.9500000000000002e+00	-8.8347604405503599e-01	+6.0091550029120776e-02
5.9600000000000000e+00	-8.6375144967689454e-01	+5.9789603917502446e-02
5.9699999999999998e+00	-8.4412587713352227e-01	+5.9489677333212955e-02
5.9800000000000004e+00	-8.2459866473971832e-01	+5.9191753420551399e-02
5.9900000000000002e+00	-8.0516915632777852e-01	+5.8895815492353155e-02
6.0000000000000000e+00	-7.8583670119237681e-01	+5.8601847028026989e-02
6.0099999999999998e+00	-7.6660065403609412e-01	+5.8309831671618545e-02
6.0199999999999996e+00	-7.4746037491557260e-01	+5.8019753229899385e-02
6.0300000000000002e+00	-7.2841522918830481e-01	+5.7731595670481348e-02
6.0400000000000000e+00	-7.0946458746002605e-01	+5.7445343119955826e-02
6.0499999999999998e+00	-6.9060782553272215e-01	+5.7160979862057711e-02
6.0599999999999996e+00	-6.7184432435323949e-01	+5.6878490335853245e-02
6.0700000000000003e+00	-6.5317346996248116e-01	+5.6597859133952218e-02
6.0800000000000001e+00	-6.3459465344518762e-01	+5.6319071000743015e-02
6.0899999999999999e+00	-6.1610727088030171e-01	+5.6042110830651352e-02
6.0999999999999996e+00	-5.9771072329189145e-01	+5.5766963666421560e-02
6.1100000000000003e+00	-5.7940441660064401e-01	+5.5493614697420250e-02
6.1200000000000001e+00	-5.6118776157590577e-01	+5.5222049257962320e-02
6.1299999999999999e+00	-5.4306017378828120e-01	+5.4952252825658666e-02
6.1399999999999997e+00	-5.2502107356275385e-01	+5.4684211019785371e-02
6.1500000000000004e+00	-5.0706988593235902e-01	+5.4417909599674054e-02
6.1600000000000001e+00	-4.8920604059237061e-01	+5.4153334463123211e-02
6.1699999999999999e+00	-4.7142897185500932e-01	+5.3890471644829949e-02
6.1799999999999997e+00	-4.5373811860466340e-01	+5.3629307314842070e-02
6.1900000000000004e+00	-4.3613292425362360e-01	+5.3369827777030199e-02
6.2000000000000002e+00	-4.1861283669829952e-01	+5.3112019467579416e-02
6.2100000000000000e+00	-4.0117730827594578e-01	+5.2855868953500397e-02
6.2199999999999998e+00	-3.8382579572187048e-01	+5.2601362931159773e-02
6.2300000000000004e+00	-3.6655776012711261e-01	+5.2348488224829008e-02
6.2400000000000002e+00	-3.4937266689661417e-01	+5.2097231785252267e-02
6.2500000000000000e+00	-3.3226998570783994e-01	+5.1847580688232184e-02
6.2599999999999998e+00	-3.1524919046987243e-01	+5.1599522133233960e-02
6.2699999999999996e+00	-2.9830975928296066e-01	+5.1353043442007154e-02
6.2800000000000002e+00	-2.8145117439851486e-01	+5.1108132057224857e-02
6.2900000000000000e+00	-2.6467292217955052e-01	+5.0864775541140467e-02
6.2999999999999998e+00	-2.4797449306156860e-01	+5.0622961574261043e-02
6.3099999999999996e+00	-2.3135538151387358e-01	+5.0382677954037981e-02
6.3200000000000003e+00	-2.1481508600131072e-01	+5.0143912593573668e-02
6.3300000000000001e+00	-1.9835310894643854e-01	+4.9906653520345019e-02
6.3399999999999999e+00	-1.8196895669210633e-01	+4.9670888874942594e-02
6.3499999999999996e+00	-1.6566213946445352e-01	+4.9436606909825868e-02
6.3600000000000003e+00	-1.4943217133630782e-01	+4.9203795988094150e-02
6.3700000000000001e+00	-1.3327857019099021e-01	+4.8972444582272644e-02
6.3799999999999999e+00	-1.1720085768651600e-01	+4.8742541273113990e-02
6.3899999999999997e+00	-1.0119855922018672e-01	+4.8514074748414716e-02
6.4000000000000004e+00	-8.5271203893567460e-02	+4.8287033801846256e-02
6.4100000000000001e+00	-6.9418324477852345e-02	+4.8061407331800879e-02
6.4199999999999999e+00	-5.3639457379595967e-02	+4.7837184340251630e-02
6.4299999999999997e+00	-3.7934142606831145e-02	+4.7614353931626711e-02
6.4400000000000004e+00	-2.2301923735543738e-02	+4.7392905311697632e-02
6.4500000000000002e+00	-6.7423478765160638e-03	+4.7172827786481200e-02
6.4600000000000000e+00	+8.7450343574717593e-03	+4.6954110761155125e-02
6.4699999999999998e+00	+2.4160668884086078e-02	+4.6736743738986897e-02
6.4800000000000004e+00	+3.9504998183529594e-02	+4.6520716320276045e-02
6.4900000000000002e+00	+5.4778461330300843e-02	+4.6306018201309133e-02
6.5000000000000000e+00	+6.9981494024585977e-02	+4.6092639173327982e-02
6.5099999999999998e+00	+8.5114528623344121e-02	+4.5880569121510104e-02
6.5199999999999996e+00	+1.0017799417102680e-01	+4.5669798023962052e-02
6.5300000000000002e+00	+1.1517231642999981e-01	+4.5460315950724736e-02
6.5400000000000000e+00	+1.3009791791061343e-01	+4.5252113062791137e-02
6.5499999999999998e+00	+1.4495521790097232e-01	+4.5045179611135883e-02
6.5599999999999996e+00	+1.5974463249637161e-01	+4.4839505935756564e-02
6.5700000000000003e+00	+1.7446657462843085e-01	+4.4635082464726888e-02
6.5800000000000001e+00	+1.8912145409391456e-01	+4.4431899713261211e-02
6.5899999999999999e+00	+2.0370967758324454e-01	+4.4229948282790386e-02
6.5999999999999996e+00	+2.1823164870871548e-01	+4.4029218860048888e-02
6.6100000000000003e+00	+2.3268776803240421e-01	+4.3829702216172897e-02
6.6200000000000001e+00	+2.4707843309379385e-01	+4.3631389205809223e-02
6.6299999999999999e+00	+2.6140403843709770e-01	+4.3434270766235170e-02
6.6399999999999997e+00	+2.7566497563830339e-01	+4.3238337916488651e-02
6.6500000000000004e+00	+2.8986163333192483e-01	+4.3043581756509103e-02
6.6600000000000001e+00	+3.0399439723747435e-01	+4.2849993466288504e-02
6.6699999999999999e+00	+3.1806365018567195e-01	+4.2657564305032460e-02
6.6799999999999997e+00	+3.3206977214435085e-01	+4.2466285610331687e-02
6.6900000000000004e+00	+3.4601314024412222e-01	+4.2276148797342962e-02
6.7000000000000002e+00	+3.5989412880375760e-01	+4.2087145357980124e-02
6.7100000000000000e+00	+3.7371310935530122e-01	+4.1899266860114609e-02
6.7199999999999998e+00	+3.8747045066893726e-01	+4.1712504946785411e-02
6.7300000000000004e+00	+4.0116651877758347e-01	+4.1526851335418648e-02
6.7400000000000002e+00	+4.1480167700123882e-01	+4.1342297817056041e-02
6.7500000000000000e+00	+4.2837628597107358e-01	+4.1158836255592877e-02
6.7599999999999998e+00	+4.4189070365327598e-01	+4.0976458587024665e-02
6.7699999999999996e+00	+4.5534528537264585e-01	+4.0795156818702938e-02
6.7800000000000002e+00	+4.6874038383594741e-01	+4.0614923028599655e-02
6.7900000000000000e+00	+4.8207634915502595e-01	+4.0435749364580248e-02
6.7999999999999998e+00	+4.9535352886968198e-01	+4.0257628043685371e-02
6.8099999999999996e+00	+5.0857226797030819e-01	+4.0080551351420905e-02
6.8200000000000003e+00	+5.2173290892030266e-01	+3.9904511641056344e-02
6.8300000000000001e+00	+5.3483579167824224e-01	+3.9729501332931419e-02
6.8399999999999999e+00	+5.4788125371983920e-01	+3.9555512913770713e-02
6.8499999999999996e+00	+5.6086963005966606e-01	+3.9382538936006420e-02
6.8600000000000003e+00	+5.7380125327266374e-01	+3.9210572017108883e-02
6.8700000000000001e+00	+5.8667645351542763e-01	+3.9039604838924880e-02
6.8799999999999999e+00	+5.9949555854728054e-01	+3.8869630147023729e-02
6.8899999999999997e+00	+6.1225889375112530e-01	+3.8700640750050849e-02
6.9000000000000004e+00	+6.2496678215409851e-01	+3.8532629519088889e-02
6.9100000000000001e+00	+6.3761954444799951e-01	+3.8365589387026132e-02
6.9199999999999999e+00	+6.5021749900952219e-01	+3.8199513347932403e-02
6.9299999999999997e+00	+6.6276096192028700e-01	+3.8034394456441883e-02
6.9400000000000004e+00	+6.7525024698665703e-01	+3.7870225827143209e-02
6.9500000000000002e+00	+6.8768566575936774e-01	+3.7707000633976619e-02
6.9600000000000000e+00	+7.0006752755295576e-01	+3.7544712109637828e-02
6.9699999999999998e+00	+7.1239613946498714e-01	+3.7383353544988993e-02
6.9800000000000004e+00	+7.2467180639509898e-01	+3.7222918288476133e-02
6.9900000000000002e+00	+7.3689483106385101e-01	+3.7063399745553463e-02
7.0000000000000000e+00	+7.4906551403138444e-01	+3.6904791378114102e-02
7.0099999999999998e+00	+7.6118415371589787e-01	+3.6747086703927415e-02
7.0199999999999996e+00	+7.7325104641193931e-01	+3.6590279296082634e-02
7.0300000000000002e+00	+7.8526648630851259e-01	+3.6434362782438889e-02
7.0400000000000000e+00	+7.9723076550700700e-01	+3.6279330845081482e-02
7.0499999999999998e+00	+8.0914417403895111e-01	+3.6125177219784248e-02
7.0599999999999996e+00	+8.2100699988358627e-01	+3.5971895695477984e-02
7.0700000000000003e+00	+8.3281952898526868e-01	+3.5819480113725065e-02
7.0800000000000001e+00	+8.4458204527069558e-01	+3.5667924368199801e-02
7.0899999999999999e+00	+8.5629483066597079e-01	+3.5517222404174653e-02
7.0999999999999996e+00	+8.6795816511349333e-01	+3.5367368218012382e-02
7.1100000000000003e+00	+8.7957232658868278e-01	+3.5218355856663733e-02
7.1200000000000001e+00	+8.9113759111654023e-01	+3.5070179417170888e-02
7.1299999999999999e+00	+9.0265423278804668e-01	+3.4922833046176389e-02
7.1399999999999997e+00	+9.1412252377640435e-01	+3.4776310939437553e-02
7.1500000000000004e+00	+9.2554273435311263e-01	+3.4630607341346431e-02
7.1600000000000001e+00	+9.3691513290389050e-01	+3.4485716544454988e-02
7.1699999999999999e+00	+9.4823998594444436e-01	+3.4341632889005602e-02
7.1799999999999997e+00	+9.5951755813608308e-01	+3.4198350762466863e-02
7.1900000000000004e+00	+9.7074811230117675e-01	+3.4055864599074434e-02
7.2000000000000002e+00	+9.8193190943846798e-01	+3.3914168879377059e-02
7.2100000000000000e+00	+9.9306920873823490e-01	+3.3773258129787619e-02
7.2199999999999998e+00	+1.0041602675973103e+00	+3.3633126922139038e-02
7.2300000000000004e+00	+1.0152053416339486e+00	+3.3493769873245274e-02
7.2400000000000002e+00	+1.0262046847025519e+00	+3.3355181644467019e-02
7.2500000000000000e+00	+1.0371585489082595e+00	+3.3217356941282229e-02
7.2599999999999998e+00	+1.0480671846213885e+00	+3.3080290512861370e-02
7.2699999999999996e+00	+1.0589308404917412e+00	+3.2943977151647368e-02
7.2800000000000002e+00	+1.0697497634627702e+00	+3.2808411692940104e-02
7.2900000000000000e+00	+1.0805241987856147e+00	+3.2673589014485520e-02
7.2999999999999998e+00	+1.0912543900329954e+00	+3.2539504036069151e-02
7.3099999999999996e+00	+1.1019405791129806e+00	+3.2406151719114235e-02
7.3200000000000003e+00	+1.1125830062826165e+00	+3.2273527066284030e-02
7.3300000000000001e+00	+1.1231819101614340e+00	+3.2141625121088604e-02
7.3399999999999999e+00	+1.1337375277448221e+00	+3.2010440967495835e-02
7.3499999999999996e+00	+1.1442500944172735e+00	+3.1879969729546646e-02
7.3600000000000003e+00	+1.1547198439655069e+00	+3.1750206570974479e-02
7.3700000000000001e+00	+1.1651470085914637e+00	+3.1621146694828788e-02
7.3799999999999999e+00	+1.1755318189251818e+00	+3.1492785343102674e-02
7.3899999999999997e+00	+1.1858745040375465e+00	+3.1365117796364583e-02
7.4000000000000004e+00	+1.1961752914529242e+00	+3.1238139373393831e-02
7.4100000000000001e+00	+1.2064344071616713e+00	+3.1111845430820247e-02
7.4199999999999999e+00	+1.2166520756325294e+00	+3.0986231362767600e-02
7.4299999999999997e+00	+1.2268285198249025e+00	+3.0861292600500783e-02
7.4400000000000004e+00	+1.2369639612010217e+00	+3.0737024612076978e-02
7.4500000000000002e+00	+1.2470586197379872e+00	+3.0613422902000371e-02
7.4600000000000000e+00	+1.2571127139397098e+00	+3.0490483010880687e-02
7.4699999999999998e+00	+1.2671264608487292e+00	+3.0368200515095301e-02
7.4800000000000004e+00	+1.2771000760579279e+00	+3.0246571026455032e-02
7.4900000000000002e+00	+1.2870337737221353e+00	+3.0125590191873452e-02
7.5000000000000000e+00	+1.2969277665696239e+00	+3.0005253693039646e-02
7.5099999999999998e+00	+1.3067822659134909e+00	+2.9885557246094707e-02
7.5199999999999996e+00	+1.3165974816629493e+00	+2.9766496601311289e-02
7.5300000000000002e+00	+1.3263736223344988e+00	+2.9648067542776910e-02
7.5400000000000000e+00	+1.3361108950629998e+00	+2.9530265888080432e-02
7.5499999999999998e+00	+1.3458095056126482e+00	+2.9413087488001820e-02
7.5599999999999996e+00	+1.3554696583878401e+00	+2.9296528226205366e-02
7.5700000000000003e+00	+1.3650915564439443e+00	+2.9180584018935942e-02
7.5800000000000001e+00	+1.3746754014979707e+00	+2.9065250814718582e-02
7.5899999999999999e+00	+1.3842213939391419e+00	+2.8950524594061184e-02
7.5999999999999996e+00	+1.3937297328393656e+00	+2.8836401369160380e-02
7.6100000000000003e+00	+1.4032006159636161e+00	+2.8722877183610392e-02
7.6200000000000001e+00	+1.4126342397802127e+00	+2.8609948112115050e-02
7.6299999999999999e+00	+1.4220307994710111e+00	+2.8497610260202772e-02
7.6399999999999997e+00	+1.4313904889414961e+00	+2.8385859763944546e-02
7.6500000000000004e+00	+1.4407135008307863e+00	+2.8274692789674802e-02
7.6600000000000001e+00	+1.4500000265215456e+00	+2.8164105533715289e-02
7.6699999999999999e+00	+1.4592502561497995e+00	+2.8054094222101762e-02
7.6799999999999997e+00	+1.4684643786146752e+00	+2.7944655110313486e-02
7.6900000000000004e+00	+1.4776425815880363e+00	+2.7835784483005648e-02
7.7000000000000002e+00	+1.4867850515240431e+00	+2.7727478653744458e-02
7.7100000000000000e+00	+1.4958919736686207e+00	+2.7619733964745038e-02
7.7199999999999998e+00	+1.5049635320688393e+00	+2.7512546786611990e-02
7.7300000000000004e+00	+1.5139999095822168e+00	+2.7405913518082685e-02
7.7400000000000002e+00	+1.5230012878859283e+00	+2.7299830585773160e-02
7.7500000000000000e+00	+1.5319678474859399e+00	+2.7194294443926709e-02
7.7599999999999998e+00	+1.5408997677260579e+00	+2.7089301574164913e-02
7.7699999999999996e+00	+1.5497972267968918e+00	+2.6984848485241453e-02
7.7800000000000002e+00	+1.5586604017447461e+00	+2.6880931712798203e-02
7.7900000000000000e+00	+1.5674894684804226e+00	+2.6777547819124035e-02
7.7999999999999998e+00	+1.5762846017879517e+00	+2.6674693392915949e-02
7.8099999999999996e+00	+1.5850459753332395e+00	+2.6572365049042725e-02
7.8200000000000003e+00	+1.5937737616726415e+00	+2.6470559428310982e-02
7.8300000000000001e+00	+1.6024681322614578e+00	+2.6369273197233582e-02
7.8399999999999999e+00	+1.6111292574623515e+00	+2.6268503047800436e-02
7.8499999999999996e+00	+1.6197573065536974e+00	+2.6168245697251624e-02
7.8600000000000003e+00	+1.6283524477378486e+00	+2.6068497887852825e-02
7.8700000000000001e+00	+1.6369148481493356e+00	+2.5969256386673023e-02
7.8799999999999999e+00	+1.6454446738629902e+00	+2.5870517985364497e-02
7.8899999999999997e+00	+1.6539420899019981e+00	+2.5772279499944949e-02
7.9000000000000004e+00	+1.6624072602458795e+00	+2.5674537770581984e-02
7.9100000000000001e+00	+1.6708403478383995e+00	+2.5577289661379597e-02
7.9199999999999999e+00	+1.6792415145954096e+00	+2.5480532060166962e-02
7.9299999999999997e+00	+1.6876109214126176e+00	+2.5384261878289256e-02
7.9400000000000004e+00	+1.6959487281732923e+00	+2.5288476050400608e-02
7.9500000000000002e+00	+1.7042550937558971e+00	+2.5193171534259165e-02
7.9600000000000000e+00	+1.7125301760416591e+00	+2.5098345310524160e-02
7.9699999999999998e+00	+1.7207741319220711e+00	+2.5003994382555059e-02
7.9800000000000004e+00	+1.7289871173063260e+00	+2.4910115776212691e-02
7.9900000000000002e+00	+1.7371692871286890e+00	+2.4816706539662382e-02
8.0000000000000000e+00	+1.7453207953558043e+00	+2.4723763743179052e-02
8.0099999999999998e+00	+1.7534417949939360e+00	+2.4631284478954241e-02
8.0199999999999996e+00	+1.7615324380961490e+00	+2.4539265860905102e-02
8.0299999999999994e+00	+1.7695928757694261e+00	+2.4447705024485202e-02
8.0399999999999991e+00	+1.7776232581817211e+00	+2.4356599126497343e-02
8.0500000000000007e+00	+1.7856237345689543e+00	+2.4265945344908085e-02
8.0600000000000005e+00	+1.7935944532419450e+00	+2.4175740878664240e-02
8.0700000000000003e+00	+1.8015355615932842e+00	+2.4085982947511093e-02
8.0800000000000001e+00	+1.8094472061041484e+00	+2.3996668791812472e-02
8.0899999999999999e+00	+1.8173295323510539e+00	+2.3907795672372573e-02
8.0999999999999996e+00	+1.8251826850125514e+00	+2.3819360870259539e-02
8.1099999999999994e+00	+1.8330068078758677e+00	+2.3731361686630783e-02
8.1199999999999992e+00	+1.8408020438434844e+00	+2.3643795442560050e-02
8.1300000000000008e+00	+1.8485685349396630e+00	+2.3556659478866138e-02
8.1400000000000006e+00	+1.8563064223169139e+00	+2.3469951155943344e-02
8.1500000000000004e+00	+1.8640158462624092e+00	+2.3383667853593509e-02
8.1600000000000001e+00	+1.8716969462043411e+00	+2.3297806970859800e-02
8.1699999999999999e+00	+1.8793498607182242e+00	+2.3212365925862035e-02
8.1799999999999997e+00	+1.8869747275331465e+00	+2.3127342155633637e-02
8.1899999999999995e+00	+1.8945716835379662e+00	+2.3042733115960227e-02
8.1999999999999993e+00	+1.9021408647874543e+00	+2.2958536281219705e-02
8.2100000000000009e+00	+1.9096824065083839e+00	+2.2874749144223994e-02
8.2200000000000006e+00	+1.9171964431055746e+00	+2.2791369216062181e-02
8.2300000000000004e+00	+1.9246831081678750e+00	+2.2708394025945329e-02
8.2400000000000002e+00	+1.9321425344741030e+00	+2.2625821121052707e-02
8.2500000000000000e+00	+1.9395748539989315e+00	+2.2543648066379502e-02
8.2599999999999998e+00	+1.9469801979187262e+00	+2.2461872444586084e-02
8.2699999999999996e+00	+1.9543586966173332e+00	+2.2380491855848617e-02
8.2799999999999994e+00	+1.9617104796918152e+00	+2.2299503917711194e-02
8.2899999999999991e+00	+1.9690356759581462e+00	+2.2218906264939383e-02
8.3000000000000007e+00	+1.9763344134568497e+00	+2.2138696549375156e-02
8.3100000000000005e+00	+1.9836068194585961e+00	+2.2058872439793219e-02
8.3200000000000003e+00	+1.9908530204697494e+00	+2.1979431621758756e-02
8.3300000000000001e+00	+1.9980731422378679e+00	+2.1900371797486499e-02
8.3399999999999999e+00	+2.0052673097571621e+00	+2.1821690685701143e-02
